plate,road,speed
MM7823HV,R77,119.3
IO1139AS,R77,124.3
DA1803QC,R77,123.7
WN1658JC,R77,118.8
UW1523ZZ,R77,117.5
RH4169DU,R77,126.9
EM6003GX,R77,126.7
ZU3976RL,R77,116.1
CI5281TK,R77,120.7
QH1445RQ,R77,128.6
NK1547TW,R77,118.5
CI4149AY,R77,134.6
HQ8361AD,R77,129.9
LA1506HN,R77,111.3
JB3559XX,R77,123.4
WQ5654AH,R77,127.5
BQ3318KO,R77,123.9
LK2103OC,R77,126.3
ZD8893GK,R77,120.8
MM4399OD,R77,124.3
WB1022HU,R77,124.3
GM7254PX,R77,127.6
KA7415OG,R77,139.2
WQ3027PD,R77,129.0
AM3543ZM,R77,119.1
WQ7284BE,R77,124.6
WT5051GN,R77,113.9
HG5092EQ,R77,126.3
SP8458RV,R77,126.4
KD8601QL,R77,130.3
QO7297IX,R77,125.5
UX6637UQ,R77,130.2
AG8194AN,R77,117.7
BH6241HQ,R77,128.7
NW8850AU,R77,122.4
LC7057FE,R77,118.1
LE5995ZZ,R77,124.3
BV4848CQ,R77,115.3
AG9493LY,R77,125.5
US1000MJ,R77,127.6
CG6429XI,R77,123.2
KF1376LK,R77,124.5
AW6568JD,R77,122.3
IP6658ID,R77,107.7
RV8106VO,R77,130.4
JR5703NR,R77,123.3
YS9544PN,R77,111.5
CT6255LV,R77,117.9
WN6908FC,R77,123.9
BD4821AV,R77,126.5
PS6923YD,R77,125.1
CW7205GT,R77,126.1
FO6316SP,R77,118.0
EG2719TC,R77,119.3
EA5082CI,R77,103.2
AI3725UR,R77,148.7
TA5242ZB,R77,119.5
JB2412GR,R77,127.2
ZA3767YO,R77,126.3
KX8535TI,R77,118.3
HL2565ED,R77,124.1
XH4864AN,R77,127.3
KY7920FA,R77,104.7
GY5394GZ,R77,124.2
XZ5900FS,R77,109.2
HZ7091CB,R77,126.1
JT1389DJ,R77,124.8
VX9068BD,R77,110.6
RA1159LC,R77,124.6
FZ3066FK,R77,126.7
UX4284EW,R77,119.8
CG2600MO,R77,109.7
ZJ1507LN,R77,124.9
EI8468BC,R77,117.3
OD1589OK,R77,126.9
LD8610KV,R77,110.1
RU9091IC,R77,127.0
CE3613LB,R77,123.8
SN5375QQ,R77,126.4
HU9177DQ,R77,127.7
GM6339UH,R77,120.5
HM5946JL,R77,107.9
LW1644NN,R77,122.8
NY8822IB,R77,104.1
WO9344YH,R77,126.9
AT4752YM,R77,128.8
KW1942GC,R77,125.0
OD6622TZ,R77,112.6
XY2301OV,R77,124.1
PR2466MQ,R77,126.2
RH9874KH,R77,123.0
LM1511LY,R77,123.9
LK7425DK,R77,120.7
RO7475OY,R77,129.0
BX2966DJ,R77,127.1
NQ3654SS,R77,127.5
XH7157TT,R77,127.1
CO1597TT,R77,129.7
EX2665PW,R77,109.9
OG5581ZW,R77,112.2
BX7329FG,R77,130.4
OO2920QN,R77,129.3
ZI3093TN,R77,120.4
VL9363FE,R77,118.1
CL8409DD,R77,106.5
YD3709AG,R77,128.1
YV1055AU,R77,129.4
MZ7292TZ,R77,123.0
XS1447NR,R77,120.6
LD6654ZV,R77,124.8
AW6655KH,R77,119.0
BS9694AQ,R77,120.4
CG1013WC,R77,108.8
TF9024OK,R77,127.6
WV2087PT,R77,116.1
DV1349QW,R77,117.7
BW9232LX,R77,136.7
TS6012BN,R77,113.2
OX2470XG,R77,126.7
VC9973QX,R77,127.4
QY3896GB,R77,124.5
ZZ6346KJ,R77,127.1
XH4392FG,R77,119.1
RY4802XV,R77,118.8
HM2935SG,R77,135.1
AV8787AG,R77,119.2
LX2486RL,R77,126.9
NR8119GZ,R77,130.0
DG9156VW,R77,116.1
MH4771HY,R77,122.4
WL4739IB,R77,110.7
ZU6599NM,R77,117.3
KX9840NC,R77,112.5
NB3236IU,R77,127.0
YL9075BL,R77,123.5
DO5511RJ,R77,125.5
QR3403MI,R77,134.3
EG3217OA,R77,135.0
PR2560PL,R77,122.9
VM2098YV,R77,118.1
WS4150PV,R77,121.9
OO2477ZO,R77,123.9
NZ7287AV,R77,122.1
PH7713TR,R77,127.2
FA6801GZ,R77,125.7
ZW8441PU,R77,124.8
BE5170RL,R77,128.1
JE4464BZ,R77,129.9
EO6855FP,R77,114.0
KQ8756FP,R77,122.6
GH9382NC,R77,138.9
JE6907EP,R77,119.9
UD2979ME,R77,110.9
US8913PB,R77,126.3
AH8937DE,R77,123.2
PN1670JZ,R77,109.4
PY9347PB,R77,123.8
IN9365KK,R77,125.3
XE3864SI,R77,119.3
QU5710AR,R77,128.4
DN9417CZ,R80,31.0
FE7530VI,R80,28.1
HN9072GZ,R80,28.4
SD8314YM,R80,29.1
ED1414TB,R80,29.2
UU1146DC,R80,26.9
TX2283MS,R80,37.5
KP8407UR,R80,29.2
FT9127QG,R80,28.3
RE9293EV,R80,26.9
EO1458PW,R80,28.5
BE4513EQ,R80,32.6
OX6908GK,R80,30.5
HX7846PH,R80,28.7
GO6244QQ,R80,29.6
JV8347EL,R80,29.5
AH3987RF,R80,27.9
CK9240QE,R80,29.5
UR9418BU,R80,29.6
MH5125PU,R80,28.1
LX2379DT,R80,28.6
MV7246MV,R80,27.6
AB8691YF,R80,28.9
QW7216OV,R80,32.5
BG2802JL,R80,27.7
SX2761UJ,R80,27.5
FZ6017IH,R80,25.7
KM8902LG,R80,30.6
ZM5386MZ,R80,29.4
PR3793KI,R80,28.7
EB2859ZX,R80,28.7
OZ2935MZ,R80,29.7
RX1897AF,R80,29.3
HB7596JX,R80,26.2
DQ3525LE,R80,28.1
EK8230ES,R80,27.6
YZ6473XP,R80,26.7
IL7224ID,R80,28.7
TF8842FC,R80,29.8
CD8325IC,R80,29.5
CA8954AM,R80,30.3
ST1886NF,R80,27.5
YG3817RK,R80,27.8
WM8071DP,R80,29.6
IT1669PU,R80,23.8
RA8480VF,R80,28.3
HI3492PV,R80,29.2
VT7972DG,R80,28.9
CB8905EW,R80,29.4
MH4978UM,R80,25.9
LL6105SG,R80,29.1
ZO7561UB,R80,29.2
FM7927SN,R80,29.3
PO4663PW,R80,30.0
CG7342EE,R80,25.7
EU6756GP,R80,27.9
QO5960KY,R80,28.2
JV2863QU,R80,29.1
RQ9772QR,R80,28.4
LY8303IO,R80,29.3
UF2156EK,R80,29.6
JV9691WX,R80,28.7
WZ2003NN,R80,28.2
US8983IC,R80,26.4
LV8280SS,R80,28.6
QY3817NE,R80,29.9
AJ8168CR,R80,29.4
KW1586OF,R80,30.2
LD1963QN,R80,27.8
UZ7461LE,R80,27.8
LN8551NI,R80,30.2
EU3401VU,R80,33.1
DB8929YQ,R80,27.8
QE2350PR,R80,26.8
ZC8435SJ,R80,30.8
EG1090NI,R80,29.3
OB1050SI,R80,29.8
WC2851RD,R80,28.9
TW9424VL,R80,26.0
EN1858KJ,R80,29.1
FU1123QG,R80,28.6
WA8649HO,R80,27.9
QL6680XM,R80,28.4
NB5965XV,R80,31.3
YU8296AU,R80,29.0
LY8877OO,R80,28.8
RJ9933US,R80,29.8
OO3787PV,R80,29.9
YK6130SC,R80,28.2
GH4927VL,R80,30.0
KB3125YP,R80,28.9
OD7034XF,R80,28.9
GR7989UE,R80,29.7
GE2757KS,R80,26.8
CP4519FH,R80,29.3
EZ7037TL,R80,26.3
VP6955PJ,R80,29.2
VN1827ZX,R80,30.2
FZ7800ND,R80,27.3
VG9147JH,R80,28.1
VT9481TZ,R80,28.9
EE7218XE,R80,27.2
EE9653GZ,R80,28.4
IF3533UD,R80,29.9
YO7515ET,R80,29.6
PM6210ZM,R80,26.8
ZN7275VV,R80,28.7
UF2097IK,R80,28.5
RX5956AO,R80,29.6
BS9012AD,R80,28.5
QW9540TM,R80,29.3
QJ2799DY,R80,29.5
KV5978GE,R80,27.1
DG8804YQ,R80,29.9
WK6876VH,R80,29.2
OW9100TP,R80,29.6
ME6271OR,R80,27.2
HM9872JY,R80,27.3
JC5228CI,R80,25.7
OB6609EO,R80,27.8
FO3632NI,R80,29.1
WE7641NY,R80,29.1
TX7581WP,R80,27.5
AG1265KC,R80,26.4
MV4956UQ,R80,29.4
MJ3289KH,R80,29.1
ZO5245IF,R80,27.9
BY9153UU,R80,30.0
MA5083KU,R80,30.5
WQ8354NA,R80,25.5
BM3291AM,R80,31.7
XD7404VI,R80,26.3
HS3403OM,R80,29.4
EN3084XH,R80,26.0
VE6789SL,R80,28.4
RS7742CI,R80,27.4
QR4747QU,R80,29.6
ER1832KF,R80,27.2
TR8922KX,R80,30.3
WX4242UF,R80,29.7
KM6302TQ,R80,27.2
TD3082GL,R80,25.6
QC3107RY,R80,28.1
UJ2177HY,R80,27.2
KB6511RN,R80,29.5
EP9354YH,R80,22.7
HG4786EA,R80,29.5
DW4109RJ,R80,29.6
SZ7876AC,R80,30.7
VE4723LF,R80,29.1
DB9520RJ,R80,29.4
GK6289JA,R80,32.3
NR9304KI,R80,29.8
DZ6413LR,R80,28.8
QM3895CI,R80,26.4
FD4927SK,R80,29.4
OL7694RM,R80,29.4
GS2297ZB,R80,29.7
ZY1803JU,R80,29.0
FF5703UM,R80,26.9
TJ6397XZ,R80,26.8
RE6912VE,R80,27.0
AP6119HE,R80,28.9
PO8241TD,R80,26.6
FQ8897LA,R80,27.9
ZW4324DC,R80,30.1
EK8956DS,R80,28.4
CK9781RR,R80,30.0
UU6080RO,R80,26.5
OS1628WD,R80,28.8
BV6304EY,R80,28.4
FI3697GA,R80,28.3
MX4755DM,R80,26.2
IL1172HE,R80,27.4
LT4597UM,R80,29.9
DV6933CK,R80,28.6
LS5847LR,R80,27.7
BE8207OR,R80,27.2
VF4984OD,R80,29.6
GI2179TS,R80,28.1
XT2086GU,R80,29.4
FM8195UT,R80,29.9
MP2029TU,R80,28.0
CC3590OF,R80,27.3
XR7287SF,R80,31.2
YQ7540GJ,R80,29.6
AV2156JX,R80,31.5
YX8174KF,R80,29.7
DH8495ON,R80,27.5
MS4834ZG,R80,25.4
RU6932YI,R80,29.1
XD4497XL,R80,28.1
JY8613TX,R80,28.0
BA6071QE,R80,28.6
PH7977LK,R80,29.3
FO3199JW,R80,28.2
PX5132YL,R80,28.2
XP4769HS,R80,29.7
FN6216IA,R80,27.4
QG2641JS,R80,29.1
DX7398BA,R80,29.3
ZD9087MD,R80,29.4
GJ5427JK,R80,28.2
CS5136CC,R80,27.1
UG2364JZ,R80,30.0
VR6462GC,R80,28.0
OX8023VF,R80,28.1
WZ7606WN,R80,32.5
ZN6345TM,R80,28.2
NB6875OY,R80,32.2
GQ1424CU,R80,29.9
FC9537MJ,R80,28.8
ZG4488YE,R80,27.6
DW4904HM,R80,29.8
HL5822XF,R80,28.6
RJ6225AX,R80,31.0
IK6615XY,R80,28.5
SE5885DI,R80,29.4
AV7417NK,R80,29.8
DF2069IX,R80,30.8
WF9621YN,R80,29.6
UX5704PB,R80,29.7
HE1839UQ,R80,27.7
UG8648SD,R80,28.5
YP2635SL,R80,34.3
QO9749DJ,R80,29.3
UB1240JW,R80,29.2
BX8886JX,R80,29.6
HE8705FY,R80,30.0
LR2274NV,R80,29.8
PN2192HN,R80,29.8
VG5520FB,R80,28.6
QW1347VF,R80,30.0
WZ2860TW,R80,27.7
AR8025FT,R80,23.3
TI8908PE,R80,26.9
NB2405KA,R80,29.8
IQ4404LS,R80,28.1
OY5181ZP,R80,29.7
YH4422LH,R80,31.1
KO6853SE,R80,29.0
BG8239AF,R80,24.2
LB1714ZJ,R80,28.1
AH8380UR,R80,25.9
JF1060DX,R80,25.3
HZ4838LB,R80,27.2
UY4961PX,R80,28.9
YN1339RW,R80,28.4
KN1357IB,R80,29.9
UF1798TF,R80,32.0
NU6145IP,R80,29.1
WN8626MK,R80,29.1
VZ4471TM,R80,31.3
KE6497VJ,R80,31.2
PN3380BT,R80,28.9
JA7332GR,R80,30.2
MU4114SU,R80,28.2
VH3933FX,R80,29.6
BB5202NT,R80,28.9
HV9523JJ,R80,27.8
YV6986KQ,R80,27.4
ED4011RJ,R80,28.9
BN8334IZ,R80,29.5
DK7483FY,R80,28.0
OB7130OF,R80,28.4
YQ5495HB,R80,28.4
KD1062OG,R80,28.5
UN2925LW,R80,28.7
PN7507BF,R80,29.2
SU3168WR,R80,29.9
TU3229VB,R80,27.9
LT2275TQ,R80,29.4
VN8906XU,R80,27.4
CU7500ZS,R80,28.9
SZ2127EE,R80,28.0
IS5612AJ,R80,27.4
BT6774XX,R80,36.9
AH7128WN,R80,29.7
II3853BZ,R80,28.3
FW3874SV,R80,29.8
VZ8273MX,R80,28.1
EA6315KP,R80,29.9
MN4269VO,R80,28.9
ZX7520ZR,R80,28.8
WH6260LY,R80,29.5
GO4261YY,R80,29.7
GB4704DE,R80,28.0
KE4603JY,R80,29.0
CT5572ZU,R80,27.0
RK6713ZJ,R80,28.3
EZ1564FF,R80,29.9
OW7660MO,R80,34.6
VG3215ER,R80,28.4
FB9957YG,R80,29.7
ES4912AP,R80,29.6
PP8877ME,R80,29.6
VW9929XF,R80,29.8
ZO7679MO,R80,29.2
HQ5242WK,R80,25.2
HK1632AY,R80,28.9
WI4053UW,R80,29.5
EJ6775GD,R80,29.5
SF4367BG,R80,28.8
XN3927VN,R80,25.4
EI8391PH,R80,25.4
YH2446QD,R80,27.0
AK8211TC,R80,27.9
ZU5758JG,R80,29.0
RN1527GP,R80,28.9
WR5139QX,R80,31.0
CK5838ZT,R80,29.6
EX3654OW,R80,25.6
EX6345ND,R80,28.2
CP5357KC,R80,28.6
SA6647OB,R80,29.7
YJ8006FN,R80,26.4
MY8856ME,R80,28.1
FI1468UR,R80,29.1
ON6993JH,R80,26.2
RF8890BN,R80,26.3
LG6453CD,R80,28.7
QA4363JG,R80,28.1
DM6052FW,R80,28.8
FJ3722UM,R80,28.5
LK6891VV,R80,28.8
SC5828GT,R80,29.3
MI5589UH,R80,26.5
NA8241RR,R80,27.4
NW2618NL,R80,36.5
CP9088VA,R80,28.4
IM9209ET,R80,30.2
DX3560PE,R80,29.3
IN7043YN,R80,26.8
LO3719UY,R80,30.7
OW8387MU,R80,30.6
LG8223TH,R80,27.9
CZ7963VP,R80,30.2
IA8157YG,R80,29.4
EG4373LW,R80,25.9
RD7648NV,R80,30.0
MZ4298QP,R80,27.8
IC8749PJ,R80,27.4
HV2706DS,R80,29.6
WH3984RB,R80,28.4
VL2352OC,R80,27.2
TR3251HH,R80,29.0
TY1869SE,R80,28.3
SR5770JS,R80,28.5
PY7725BK,R80,31.3
IC5104XG,R80,28.3
UY7966DX,R80,28.8
OQ2967XW,R80,31.1
FP4578FW,R80,29.7
QE5891VE,R80,28.5
OV8525TR,R80,29.3
GT8735IT,R80,30.2
RL5686BY,R80,29.0
HB5694JX,R80,28.8
JH6676CF,R80,29.0
MS7755TV,R80,27.5
EY5010WA,R80,30.0
MM9277WI,R80,28.3
TK6110LG,R80,25.9
NI5360ZK,R80,28.5
GU6318DN,R80,31.4
HS4650PB,R80,26.4
DF8083AZ,R80,29.1
AX9123DH,R80,28.1
PP9179VT,R80,28.2
YW2880ZA,R80,29.9
YO6401IG,R80,28.3
LP2340WD,R80,28.6
UP5881PZ,R80,25.8
NJ6094YF,R80,28.4
FT9580BF,R80,29.3
ZO9945IP,R80,28.8
VQ6161HZ,R80,30.4
SF2305CH,R80,27.5
JP4219RH,R80,29.2
LN4729RW,R80,28.0
DN3309YA,R80,25.6
VK4448SW,R80,29.7
EW4862OJ,R80,29.6
FP2845WU,R80,29.3
IS1241SJ,R80,29.5
CU6329ES,R80,28.6
KW7932PK,R80,29.2
ZP9522YB,R80,29.4
RX6892MT,R80,28.4
VC1758DT,R80,30.0
CT2120RX,R80,27.6
RY5280RP,R80,29.9
LB2474JF,R80,28.1
NW5349HF,R80,29.5
BC7859ON,R80,29.1
FC8964RT,R80,30.7
KL2818IF,R80,28.1
DZ7441LS,R80,28.8
MD4174TG,R80,25.7
EA1960ZJ,R80,29.2
JC2911TH,R80,27.2
JY7602KD,R80,29.8
ZH1257LF,R80,29.7
CB4070IT,R80,28.1
NH8659TF,R80,28.7
WY3406NB,R80,29.4
OS7250QO,R80,28.3
FD6300QF,R80,26.9
BZ4028BD,R80,26.9
SM8075OO,R80,27.8
RQ3458CQ,R80,40.5
ZX2883GJ,R80,27.3
AV2791WD,R80,28.4
LJ2857FV,R80,28.3
ZC1994XR,R80,28.2
HQ9288PC,R80,28.4
VZ9994LL,R80,32.1
WC6589KA,R80,29.9
NQ6084MA,R80,29.0
MG6919EV,R80,29.9
KP6046QI,R80,28.9
EO3771TR,R80,27.3
NJ8403GE,R80,29.3
VZ1620JK,R80,25.8
PS8251VL,R80,30.1
YZ7592NV,R80,28.9
EC2183SV,R80,28.1
SS9952YD,R80,29.7
NS3180QO,R80,27.4
QD4921CE,R80,27.1
GB2062PA,R80,28.6
OV9616WH,R80,26.5
RY8310HN,R80,24.8
QO9739VB,R80,26.7
UL3575YG,R80,25.9
EL5819OX,R80,36.0
AG9100ET,R80,34.7
DY2981AV,R80,29.4
XG2509WI,R80,29.6
TT6453VB,R80,25.7
YS4832AB,R80,28.0
ON2416SP,R80,27.7
HD1033HG,R80,31.1
JK8621NT,R80,28.3
QW6946IY,R80,34.7
BZ4214ZB,R80,28.6
YL7620YJ,R80,29.8
SH9401YM,R80,29.3
DP9599SN,R80,30.0
XR7170RI,R80,30.9
CI2131CZ,R80,28.2
NS7609UG,R80,29.2
NA6174WO,R80,27.8
FI3617IO,R80,29.9
BM3152AY,R80,33.5
DY9069JP,R80,28.9
BI6502MT,R80,25.1
OZ5014NH,R80,30.1
LL8520UH,R80,28.9
LY3696HX,R80,30.8
TV4437YY,R80,27.5
WJ5331FR,R80,27.1
UB9309CO,R80,26.6
JT1124PU,R80,27.7
OR9846GZ,R80,27.5
IX1350IJ,R80,26.4
LU7509XJ,R80,32.0
UU6241ZP,R80,28.3
WG2740FE,R80,27.1
PW1285BW,R80,29.8
QP5823OW,R80,28.7
XU5845BR,R80,31.1
QU2615PG,R80,27.8
SL5364KK,R80,31.8
GB9561SI,R80,29.4
BH1902VF,R80,28.7
FG9800PC,R80,27.8
JB2623WS,R80,29.3
RG5197ZG,R80,29.6
DV7267VF,R80,29.5
BP3683AM,R80,27.4
RO4207QF,R80,29.6
RX1711AF,R80,27.2
DG4278MH,R80,29.9
ON7508QM,R80,26.3
HP3219MO,R80,27.7
MN8028AE,R80,29.6
SS6761PX,R80,28.9
OO9556JE,R80,27.3
WN7054FQ,R80,29.7
QF7152HQ,R80,28.7
LN6630NQ,R80,28.0
JZ5295AG,R80,27.3
RW7323FA,R80,29.3
KJ1605AA,R80,24.7
NU8489BG,R80,27.9
NO4805PA,R80,28.8
UV7278JS,R80,26.8
LW2717MA,R80,29.8
CC5669GX,R80,29.7
UO6009SN,R80,26.8
RZ6678DY,R80,29.1
WY6963IK,R80,28.3
RM1706RZ,R80,27.7
GK3507GO,R80,29.8
QA7404IJ,R80,27.4
NE8645OV,R80,28.4
ZG9592YA,R80,28.5
BB6409GF,R80,28.5
ZY8341RD,R80,28.8
CA9037JF,R80,27.0
ZI6834SU,R80,29.0
HL6614GI,R80,28.4
BL8975FR,R80,26.9
CC8005FS,R80,29.9
CW4890BN,R80,26.4
IN1118PP,R80,27.6
LU9455BK,R80,29.6
ST1957BN,R80,29.2
YY1084HR,R80,27.6
MK8797RN,R80,29.0
FG8118IF,R80,25.0
LF6971DF,R80,29.0
CX9048XD,R80,28.5
JN3814AS,R80,27.5
RR6684IY,R80,32.0
CG1131XE,R80,28.2
GR4939QR,R80,27.2
JQ1054RU,R80,31.7
YT7883OC,R80,28.4
VF8177TH,R80,29.3
LY1339TG,R80,28.1
OF6920JL,R80,29.6
GD2155AW,R80,25.6
BJ9109CU,R80,34.3
AF9278LD,R80,27.2
IT2331YM,R80,29.1
WS8401YY,R80,29.5
OR2252CE,R80,28.4
SB9419XE,R80,27.4
ZT2138BE,R80,30.3
QC8294SR,R80,26.2
ZU1044QJ,R80,29.0
HW2178NR,R80,27.6
GS7817OE,R80,26.5
BO5370SP,R80,27.9
EG7073CX,R80,27.0
CB4658YW,R80,29.1
FP9934NJ,R80,28.9
GD1631JI,R80,29.1
UB3808FI,R80,28.6
ES1234EU,R80,28.1
FE4500ZM,R80,27.4
ID7751SM,R80,28.7
QK1832FR,R80,25.1
YI7018ZX,R80,29.9
AD4076NV,R80,27.5
CD6929ES,R80,33.1
QT2637RK,R80,27.2
HP3318KR,R80,29.5
RW1659RO,R80,29.7
PF4977HG,R80,28.7
ZK9288SN,R80,28.2
EY7938CP,R80,28.9
WI4151XK,R80,29.6
TT6282MJ,R80,28.5
EB3875LO,R80,26.6
TT6901CS,R80,29.0
CF6748ST,R80,28.9
ZN9128EB,R80,26.3
EI5806AJ,R80,26.5
YQ9271VP,R80,29.1
NV1685WI,R80,25.8
ST9437EI,R80,29.5
DA6097ZJ,R80,32.8
LR9246RT,R80,28.5
LZ8003DZ,R80,31.3
EV1839IC,R80,29.8
BM8673RF,R80,27.9
SF4753GR,R80,28.7
OB5004WL,R80,26.6
PD3536BS,R80,32.5
RO4972TU,R80,29.7
HB2421KD,R80,30.1
AW5081FH,R80,29.8
PW8625FA,R80,27.6
SP1393AP,R80,30.7
UM7497UH,R80,27.0
MM1105OR,R80,28.4
QF5826WN,R80,29.9
VO7589RJ,R80,27.8
FC7926YT,R80,28.4
TY4747VG,R80,27.2
KP4396DN,R80,29.7
OE4004LQ,R80,29.8
UZ8096AN,R80,28.9
XL4782ZL,R80,29.7
UM2965AA,R80,31.3
KP3901YZ,R80,30.9
CC2521LI,R80,28.5
FC3233VQ,R80,28.2
HC4120SK,R80,28.4
NZ4723QY,R80,31.3
RK9480PX,R80,28.3
KZ9465TE,R80,29.5
AI5300CS,R80,29.4
WA3174IU,R80,28.4
PD1108DG,R80,28.5
NH7161HG,R80,28.7
RV6105CR,R80,29.2
YY8533BK,R80,28.7
LJ8960EH,R80,27.9
YP6904LQ,R80,29.3
XF8136NA,R80,27.0
YR2133WB,R80,27.9
HI5866CW,R80,29.4
LM6042WU,R80,28.4
LL8523YD,R80,32.0
RP9456CR,R80,29.6
CA6519TL,R80,29.8
RB1359LH,R80,29.2
HQ5667LT,R80,27.6
TJ5247GR,R80,29.5
ST3469SI,R80,28.5
PJ7473PY,R80,28.3
NV2021YF,R80,27.7
JR4476FZ,R80,29.8
VV2532SH,R80,29.0
HP5769XK,R80,29.1
GE4885OB,R80,34.9
PT8071HJ,R80,29.0
XT1365XK,R80,29.0
ST1703YY,R80,28.0
GO7901SB,R80,31.0
HR1537XT,R80,25.0
PY4674PV,R80,26.8
QQ8517CO,R80,27.3
HM9988XF,R80,29.4
KS6958ZO,R80,29.4
UP5372ZI,R80,25.5
DI2430PH,R80,28.5
TL4986ZT,R80,26.6
QO8332PU,R80,24.3
PY1508YC,R80,29.5
KE6908AX,R80,27.3
XG1254YG,R80,29.0
MT6081LQ,R80,28.2
IM1350EE,R80,28.3
HJ4310OH,R80,29.8
OI7892XC,R80,28.5
KO4559WP,R80,29.0
MU7596HK,R80,28.7
SE8809NF,R80,29.3
MT8081QN,R80,27.2
ZP6896IH,R80,28.3
HR1638WP,R80,29.9
FM4839PA,R80,29.7
KP4639BP,R80,28.2
AD5182GE,R80,26.5
BN5898RV,R80,26.8
TV6965NJ,R80,27.1
ZW1244VO,R80,29.7
TU8977LP,R80,29.7
XM3253NQ,R80,29.2
YH7530DO,R80,26.7
SK1129US,R80,29.9
IM5390JY,R80,29.8
EQ6324FM,R80,29.2
ZH6777BT,R80,27.9
XT4484RJ,R80,30.1
JS1450RL,R80,27.3
ZI6628TC,R80,30.9
JV9870NK,R80,31.9
RE1833GK,R80,27.5
FS6002CB,R80,29.7
PF8219VI,R80,26.6
ZP2113NO,R80,31.8
BL8102OG,R80,27.5
NA6708KC,R80,29.8
HA2456HW,R80,27.8
DL7433JX,R80,28.8
OD3796KT,R80,29.9
RT3854RL,R80,27.7
GW4705CE,R80,29.8
PE2393RT,R80,27.6
AP7058EJ,R80,29.7
TG6016FN,R80,28.9
HR2182LK,R80,29.9
YC3329OA,R80,28.1
NQ2397FJ,R80,27.2
XZ2526SM,R80,27.7
IM4954XQ,R80,29.6
XV6840JK,R80,26.8
RG2440UW,R80,26.9
ZF2307RB,R80,29.7
JD9849AR,R80,31.0
DC1588RK,R80,27.4
BN8181UR,R80,29.6
AY1091WT,R80,29.6
DY5635FH,R80,26.1
QA6641MW,R80,28.8
KE7824MX,R80,29.8
VL8709NS,R80,29.8
XP6327RR,R80,29.0
MF4196WE,R80,26.3
XV9991IN,R80,27.1
HN9938BP,R80,27.2
EB9002EC,R80,29.5
HV2605SZ,R80,29.3
JA2068FE,R80,28.3
FH3883QY,R80,27.2
UB3767IH,R80,27.9
CG1915KZ,R80,32.3
TE7426SG,R80,28.6
WT1430PA,R80,27.4
SF5052RZ,R80,33.3
RT8644HS,R80,29.7
LT1988MB,R80,27.6
BC5454MD,R80,27.8
JX6749IF,R80,28.6
SV9551OM,R80,29.9
QR1363BB,R80,27.6
IQ3218JT,R80,29.1
OL1722DU,R80,28.8
ZI7281VZ,R80,29.0
BX2084PR,R80,28.8
WX5025DQ,R80,32.9
IH7229VY,R80,31.7
SF9871MM,R80,28.5
AZ7030SR,R80,28.1
TC8223OQ,R80,31.2
TA2027QC,R80,27.9
YQ5311EC,R80,27.1
SK3025QF,R80,29.1
AQ1404ZU,R80,28.3
XW9814ZD,R80,27.7
EG7039IU,R80,28.2
BI8948IJ,R80,31.7
VV7281JG,R80,31.5
WK2022QS,R80,27.7
XO5448MK,R80,29.8
IV1196OK,R80,27.2
LB1760TZ,R80,25.7
TK3734LY,R80,29.2
WF1045OK,R80,34.0
WG8385CS,R80,35.7
GV4573ES,R80,27.3
US1853QP,R80,29.7
TA1262JW,R80,27.8
SX8920TA,R80,28.4
WL5699TN,R80,30.0
FO3142UD,R80,28.8
YE8104LD,R80,27.1
UP3476QZ,R80,29.4
JB1294EL,R80,28.1
PY1017AV,R80,28.8
ZG9696GE,R80,28.2
GI8697ZR,R80,29.8
HE5128UZ,R80,27.3
BH6579TJ,R80,27.9
RS3241ZD,R80,27.7
DO4678MA,R80,29.1
CN1661GU,R80,29.7
MM6119NO,R80,24.8
GW7359CZ,R80,25.9
TR2066RN,R80,24.6
WI6360ZF,R80,29.8
BM4145GA,R80,28.9
JR2185VJ,R80,28.3
JC1911IV,R80,28.8
LP4110QR,R80,29.5
QK7996MB,R80,29.1
EW1835QN,R80,25.1
XJ5114UZ,R80,32.6
EZ6495CZ,R80,23.3
VB5106DG,R80,30.1
NO1291BV,R80,29.8
MA4250ES,R80,28.0
OH2228UG,R80,31.5
XV5789BY,R80,29.4
JJ1183QJ,R80,29.5
RW1974WA,R80,27.4
QQ7257QO,R80,24.8
OY9856CP,R80,37.6
QX5639XE,R80,26.7
WO5632CJ,R80,28.8
CL5674LM,R80,27.8
DU5099BE,R80,29.3
JV9675QM,R80,28.8
EK8553DE,R80,27.5
XM3774FI,R80,26.5
JD7309XC,R80,27.5
EF1165TY,R80,29.1
OS1497WS,R80,28.0
JZ9637RR,R80,27.4
FU2244BG,R80,28.7
PM4893MR,R80,28.5
NA3695RS,R80,29.8
DV2568UT,R80,29.5
HV3784FT,R80,31.6
QS9522SX,R80,28.1
MT6869IV,R80,29.8
CZ3242MQ,R80,28.8
CY5955BQ,R80,28.5
SZ4843WR,R80,28.4
PY6969BK,R80,28.4
ER7167XV,R80,27.7
LS8699QM,R80,29.2
TU8673CN,R80,28.0
MT7146YP,R80,27.6
RP1171BO,R80,29.0
UC9510PC,R80,28.1
CF9220IB,R80,30.4
BL3134EY,R80,29.6
MP7689PH,R80,28.1
FI7303PK,R80,29.2
LD9069JT,R80,27.1
QE1457XQ,R80,28.7
PW1404EW,R80,29.9
